1,1,53.72,60.74,122.47999999999999,62.559999999999995,1,1,1.0
1,2,0.0,13.91,17.1,30.09,1,1,1.0
1,3,313.3,0.0,397.8,113.08,1,1,1.0
1,4,94.39,0.0,225.29000000000002,62.94,1,1,1.0
2,1,35.3,58.0,119.50000000000001,59.599999999999994,1,1,1.0
2,2,0.0,15.6,9.8,26.1,1,1,1.0
2,3,312.99,0.0,397.34000000000003,112.92,1,1,1.0
2,4,94.39,0.0,225.29000000000002,63.1,1,1,1.0
3,1,19.6,55.27,113.80000000000001,57.82999999999999,1,1,1.0
3,2,0.0,22.5,2.9,16.4,1,1,1.0
3,3,312.67,0.0,396.87999999999994,112.75,1,1,1.0
3,4,94.39,0.0,225.29000000000002,63.26,1,1,1.0
4,1,4.2,52.53,109.0,56.67,1,1,1.0
4,3,312.36,0.0,396.41999999999996,112.59,1,1,1.0
4,4,94.39,0.0,225.29000000000002,63.42,1,1,1.0
5,1,0.0,49.8,93.5,55.5,1,1,1.0
5,3,312.04,0.0,395.96,112.42,1,1,1.0
5,4,94.39,0.0,225.29000000000002,63.58,1,1,1.0
6,1,0.0,47.53,75.8,54.269999999999996,1,1,1.0
6,3,311.73,0.0,395.5,112.25,1,1,1.0
6,4,94.39,0.0,225.29000000000002,63.74,1,1,1.0
7,1,0.0,44.6,57.8,52.830000000000005,1,1,1.0
7,3,311.42,0.0,395.05,112.09,1,1,1.0
7,4,94.39,0.0,225.29000000000002,63.9,1,1,1.0
8,1,0.0,42.65,40.8,50.419999999999995,1,1,1.0
8,3,311.1,0.0,394.6,111.92,1,1,1.0
8,4,94.39,0.0,225.29000000000002,63.76,1,1,1.0
9,1,0.0,40.7,26.3,48.0,1,1,1.0
9,3,310.79,0.0,394.53000000000003,111.75,1,1,1.0
9,4,94.39,0.0,225.29000000000002,63.63,1,1,1.0
10,1,0.0,44.8,11.4,36.400000000000006,1,1,1.0
10,5,917.0,191.71,43.0,67.92999999999998,1,1,1.0
10,3,310.48,0.0,394.44999999999993,111.59,1,1,1.0
10,4,94.39,0.0,225.29000000000002,63.49,1,1,1.0
11,5,872.5,183.1,87.5,85.79999999999998,1,1,1.0
11,3,310.16,0.0,394.38999999999993,111.42,1,1,1.0
11,4,94.39,0.0,225.29000000000002,63.35,1,1,1.0
12,5,823.1,171.9,136.89999999999998,94.1,1,1,1.0
12,3,309.85,0.0,394.31999999999994,111.25,1,1,1.0
12,4,94.39,0.0,225.29000000000002,63.21,1,1,1.0
13,5,777.6,160.0,182.39999999999998,104.10000000000002,1,1,1.0
13,3,309.53,0.0,394.25,111.09,1,1,1.0
13,4,94.39,0.0,225.29000000000002,63.08,1,1,1.0
14,5,736.5,149.8,223.5,122.5,1,1,1.0
14,6,0.0,175.9,15.8,45.0,1,1,1.0
14,3,309.22,0.0,394.17999999999995,110.92,1,1,1.0
14,4,94.39,0.0,225.29000000000002,62.94,1,1,1.0
15,5,696.3,144.6,263.70000000000005,116.79999999999998,1,1,1.0
15,6,0.0,164.6,34.27,72.6,1,1,1.0
15,3,309.24,0.0,394.16999999999996,110.85,1,1,1.0
15,4,94.39,0.0,225.29000000000002,62.8,1,1,1.0
16,5,655.7,135.6,270.29999999999995,114.70000000000002,1,1,1.0
16,6,0.0,164.6,52.73,87.5,1,1,1.0
16,3,309.26,0.0,394.15,110.78,1,1,1.0
16,4,94.39,0.0,225.29000000000002,62.66,1,1,1.0
17,5,620.0,128.6,262.47,112.13,1,1,1.0
17,6,0.0,164.6,71.2,102.4,1,1,1.0
17,3,309.28,0.0,394.14,110.71,1,1,1.0
17,4,94.39,0.0,225.29000000000002,62.53,1,1,1.0
18,5,584.3,121.6,254.63,109.57,1,1,1.0
18,6,0.0,167.5,93.1,113.60000000000002,1,1,1.0
18,3,309.3,0.0,394.11999999999995,110.64,1,1,1.0
18,4,94.39,0.0,225.29000000000002,62.39,1,1,1.0
19,5,548.6,114.6,246.79999999999995,107.0,1,1,1.0
19,6,0.0,173.8,115.0,118.89999999999998,1,1,1.0
19,3,309.32,0.0,394.10999999999996,110.57,1,1,1.0
19,4,94.39,0.0,225.29000000000002,62.25,1,1,1.0
20,5,517.7,110.3,235.94999999999993,102.05,1,1,1.0
20,6,0.0,181.0,140.6,125.10000000000002,1,1,1.0
20,3,309.33,0.0,394.09999999999997,110.5,1,1,1.0
20,4,94.39,0.0,225.29000000000002,62.11,1,1,1.0
21,5,486.8,106.0,225.09999999999997,97.1,1,1,1.0
21,6,0.0,189.25,169.57,131.5,1,1,1.0
21,3,309.35,0.0,394.09000000000003,110.42,1,1,1.0
21,4,94.39,0.0,225.29000000000002,61.98,1,1,1.0
22,5,457.5,102.6,218.70000000000005,92.9,1,1,1.0
22,6,0.0,197.5,198.55,137.89999999999998,1,1,1.0
22,3,309.37,0.0,394.07000000000005,110.35,1,1,1.0
22,4,94.39,0.0,225.29000000000002,61.84,1,1,1.0
23,5,428.2,99.2,212.3,88.7,1,1,1.0
23,6,17.05,206.75,210.47,145.89999999999998,1,1,1.0
23,3,309.39,0.0,394.06000000000006,110.28,1,1,1.0
23,4,94.39,0.0,225.29000000000002,61.7,1,1,1.0
24,5,402.4,94.88,204.14999999999998,85.57,1,1,1.0
24,6,34.1,216.0,222.4,153.89999999999998,1,1,1.0
24,3,309.41,0.0,394.04,110.21,1,1,1.0
24,4,94.39,0.0,225.29000000000002,61.56,1,1,1.0
25,5,376.6,90.56,196.0,82.44,1,1,1.0
25,6,59.7,226.7,237.40000000000003,163.0,1,1,1.0
25,3,309.43,0.0,394.03000000000003,110.14,1,1,1.0
25,4,94.39,0.0,225.29000000000002,61.43,1,1,1.0
26,5,354.37,86.24,187.96000000000004,80.46,1,1,1.0
26,6,85.3,237.4,252.39999999999998,172.1,1,1,1.0
26,3,309.45,0.0,394.01000000000005,110.07,1,1,1.0
26,4,94.39,0.0,225.29000000000002,61.29,1,1,1.0
27,5,332.13,81.92,179.94000000000005,78.48,1,1,1.0
27,6,116.27,251.02,272.8,184.91,1,1,1.0
27,3,309.47,0.0,394.0,110.0,1,1,1.0
27,4,94.39,0.0,225.29000000000002,61.15,1,1,1.0
28,5,309.9,77.6,171.90000000000003,76.5,1,1,1.0
28,6,147.23,264.63,293.20000000000005,197.74,1,1,1.0
28,3,309.49,0.0,393.98,109.93,1,1,1.0
28,4,94.39,0.0,225.29000000000002,61.01,1,1,1.0
29,5,289.45,73.3,167.35000000000002,76.00000000000001,1,1,1.0
29,6,178.2,278.25,313.6,210.55,1,1,1.0
29,7,911.11,182.9,48.889999999999986,72.43,1,1,1.0
29,3,309.5,0.0,393.98,109.86,1,1,1.0
29,4,94.39,0.0,225.29000000000002,60.88,1,1,1.0
30,5,269.0,69.0,162.8,75.5,1,1,1.0
30,6,212.6,290.7,343.1,229.09999999999997,1,1,1.0
30,7,864.3,171.41,95.70000000000005,76.28999999999999,1,1,1.0
30,3,309.52,0.0,393.96000000000004,109.78,1,1,1.0
30,4,94.39,0.0,225.29000000000002,60.74,1,1,1.0
31,5,251.3,65.97,157.57,73.5,1,1,1.0
31,6,258.13,310.6,369.07000000000005,229.39999999999998,1,1,1.0
31,7,816.5,159.06,143.5,84.88999999999999,1,1,1.0
31,3,309.54,0.0,393.95,109.71,1,1,1.0
31,4,94.39,0.0,225.29000000000002,60.6,1,1,1.0
32,5,233.6,62.93,152.33,71.5,1,1,1.0
32,6,303.67,330.5,386.08,209.5,1,1,1.0
32,7,770.5,139.3,189.5,112.79999999999998,1,1,1.0
32,3,309.56,0.0,393.93,109.64,1,1,1.0
32,4,94.39,0.0,225.29000000000002,60.27,1,1,1.0
33,5,215.9,59.9,147.1,69.5,1,1,1.0
33,6,349.2,350.4,403.09999999999997,189.60000000000002,1,1,1.0
33,7,728.4,129.8,231.60000000000002,114.29999999999998,1,1,1.0
33,3,309.58,0.0,393.92,109.57,1,1,1.0
33,4,94.39,0.0,225.29000000000002,59.94,1,1,1.0
34,5,198.7,57.55,142.3,67.7,1,1,1.0
34,6,411.15,373.7,436.35,166.3,1,1,1.0
34,7,686.3,122.0,254.30000000000007,110.69999999999999,1,1,1.0
34,3,309.6,0.0,393.9,109.5,1,1,1.0
34,4,94.39,0.0,225.29000000000002,59.61,1,1,1.0
35,5,183.5,55.2,137.39999999999998,65.89999999999999,1,1,1.0
35,6,473.1,397.0,439.4,143.0,1,1,1.0
35,7,648.3,114.0,241.20000000000005,106.9,1,1,1.0
35,3,310.27,0.0,393.31000000000006,109.17,1,1,1.0
35,4,94.39,0.0,225.29000000000002,59.28,1,1,1.0
36,5,167.6,53.1,134.15,64.03,1,1,1.0
36,6,544.3,423.8,398.6,116.19999999999999,1,1,1.0
36,7,612.15,107.53,231.35000000000002,103.19999999999999,1,1,1.0
36,3,310.93,0.0,392.71999999999997,108.85,1,1,1.0
36,4,94.39,0.0,225.29000000000002,58.95,1,1,1.0
37,5,151.7,51.0,130.90000000000003,62.17,1,1,1.0
37,6,627.2,455.9,332.79999999999995,84.10000000000002,1,1,1.0
37,7,576.0,101.07,221.5,99.5,1,1,1.0
37,3,311.6,0.0,392.13,108.52,1,1,1.0
37,4,94.39,0.0,225.29000000000002,58.62,1,1,1.0
38,5,139.2,48.3,126.40000000000003,60.900000000000006,1,1,1.0
38,6,742.8,487.5,217.20000000000005,52.5,1,1,1.0
38,7,543.4,94.6,212.10000000000002,95.80000000000001,1,1,1.0
38,3,310.79,0.0,392.63999999999993,108.2,1,1,1.0
38,4,94.39,0.0,225.29000000000002,58.29,1,1,1.0
39,5,126.53,46.42,123.1,59.53,1,1,1.0
39,6,858.4,519.1,101.60000000000002,20.899999999999977,1,1,1.0
39,7,511.2,88.9,207.40000000000003,92.19999999999999,1,1,1.0
39,3,309.98,0.0,393.15999999999997,107.87,1,1,1.0
39,4,94.39,0.0,225.29000000000002,57.96,1,1,1.0
40,5,113.87,44.55,119.79999999999998,58.150000000000006,1,1,1.0
40,7,482.95,84.6,196.55,89.57,1,1,1.0
40,3,309.17,0.0,393.68,107.55,1,1,1.0
40,4,94.39,0.0,225.29000000000002,57.63,1,1,1.0
41,5,101.2,42.67,116.49999999999999,56.78,1,1,1.0
41,7,451.8,77.7,192.49999999999994,87.60000000000001,1,1,1.0
41,3,308.36,0.0,394.19999999999993,107.22,1,1,1.0
41,4,94.39,0.0,225.29000000000002,57.3,1,1,1.0
42,5,88.8,40.9,113.60000000000001,55.300000000000004,1,1,1.0
42,7,425.0,74.7,184.54999999999995,84.64999999999999,1,1,1.0
42,3,307.54,0.0,394.72999999999996,106.9,1,1,1.0
42,4,94.39,0.0,225.29000000000002,57.33,1,1,1.0
43,5,76.6,38.55,111.05000000000001,54.85000000000001,1,1,1.0
43,7,398.2,71.7,176.59999999999997,81.7,1,1,1.0
43,3,306.73,0.0,395.25,106.58,1,1,1.0
43,4,94.39,0.0,225.29000000000002,57.37,1,1,1.0
44,5,64.4,36.2,108.5,54.39999999999999,1,1,1.0
44,7,372.9,67.95,172.5,78.64999999999999,1,1,1.0
44,3,305.92,0.0,395.75999999999993,106.25,1,1,1.0
44,4,94.39,0.0,225.29000000000002,57.4,1,1,1.0
45,5,54.18,34.58,106.03999999999999,53.540000000000006,1,1,1.0
45,7,349.83,64.2,167.09999999999997,76.92999999999999,1,1,1.0
45,3,305.11,0.0,396.28,105.93,1,1,1.0
45,4,94.39,0.0,225.29000000000002,57.43,1,1,1.0
46,5,43.95,32.96,103.60000000000001,52.68,1,1,1.0
46,7,326.77,60.45,161.70000000000005,75.21999999999998,1,1,1.0
46,3,304.3,0.0,396.8,105.6,1,1,1.0
46,4,94.39,0.0,225.29000000000002,57.47,1,1,1.0
47,5,33.73,31.34,101.14000000000001,51.81999999999999,1,1,1.0
47,7,303.7,56.7,156.3,73.49999999999999,1,1,1.0
47,3,304.3,0.0,396.8,105.6,1,1,1.0
47,4,94.39,0.0,225.29000000000002,57.5,1,1,1.0
48,5,23.5,29.72,98.7,50.96000000000001,1,1,1.0
48,7,281.3,54.1,151.8,71.6,1,1,1.0
48,3,304.3,0.0,396.8,105.6,1,1,1.0
48,4,94.39,0.0,225.29000000000002,57.34,1,1,1.0
49,5,14.1,28.1,96.5,50.1,1,1,1.0
